area,year,barley,beef_and_buffalo_meat_primary,cereals_primary,eggs_primary,fruit_primary,meat_poultry,milk_total,potatoes,sheep_and_goat_meat,vegetables_primary,wheat,temp_change,people_employed_000,pesticide_used_tonnes,total_precipitation,total_population,agriculture_value,country_code
Spain,2005-01-01,1465.7,2594.0,2159.3,138804.0,9570.5,19194.0,15979.0,26984.4,113.0,34490.7,1770.7,0.864,3937.49,41017.0,770.87164,43685.374,3228.919414,ESP
Spain,2006-01-01,2544.7,2578.0,3028.2,162098.0,10797.1,19411.0,14251.0,28842.1,112.0,34186.3,2875.5,1.495,3978.14,39767.0,820.3841,44422.831,3011.825637,ESP
Spain,2007-01-01,3700.1,2554.0,3933.9,163654.0,9603.7,19430.0,14833.0,28923.8,114.0,36166.4,3569.2,0.806,3950.43,39286.0,772.3077,45245.782,3930.892751,ESP
Spain,2008-01-01,3252.4,2657.0,3573.5,162791.0,10276.3,19034.0,15448.0,26216.6,111.0,35736.0,3248.3,0.846,3399.84,40719.0,805.5207,45966.538,4014.504915,ESP
Spain,2009-01-01,2412.1,2594.0,2944.8,164225.0,9778.9,18212.0,15330.0,31854.5,106.0,37013.9,2710.3,1.332,3195.86,35199.0,782.6331,46367.772,2827.085345,ESP
Spain,2010-01-01,2825.9,2635.0,3291.5,159133.0,10883.7,19292.0,14145.0,29391.0,108.0,36372.0,3049.8,0.893,3114.87,39043.0,764.4429,46572.772,3990.829491,ESP
Spain,2011-01-01,3068.5,2610.0,3691.8,165581.0,10788.0,20765.0,15486.0,30740.6,111.0,36973.1,3447.5,1.599,3075.87,53549.0,869.70374,46729.232,4588.865966,ESP
Spain,2012-01-01,2213.3,2587.0,2842.5,164860.0,10340.4,20852.0,15266.0,30438.7,111.0,38355.4,2371.8,1.027,3005.74,63490.52,927.29944,46756.082,4207.075039,ESP
Spain,2013-01-01,3593.4,2614.0,4047.1,166367.0,12405.7,18174.0,15164.0,30936.7,110.0,37826.2,3644.7,0.894,2985.38,71447.62,725.1025,46603.459,4229.217044,ESP
Spain,2014-01-01,2501.0,2681.0,3248.5,169380.0,12379.6,18517.0,15062.0,33492.2,111.0,40166.0,2980.6,1.589,3110.63,78818.31,787.8814,46464.551,4166.724362,ESP
Spain,2015-01-01,2580.0,2683.0,3243.1,168426.0,11841.9,18149.0,18643.0,31866.6,112.0,40005.6,2923.6,1.503,3213.64,77216.75,886.34106,46431.342,3375.760203,ESP
Spain,2016-01-01,3580.0,2683.0,3877.8,172635.0,12324.1,20975.0,18974.0,31138.5,111.0,40229.7,3488.6,1.689,3343.84,76940.64,733.9824,46473.315,3195.518177,ESP
Spain,2017-01-01,2227.5,2693.0,2770.2,174064.0,11682.9,21193.0,18047.0,31596.1,112.0,39822.5,2326.3,2.003,3471.13,71987.32,825.50195,46584.17,3685.169359,ESP
Spain,2018-01-01,3718.4,2717.0,4205.5,174422.0,12819.9,21584.0,16070.0,29796.0,114.0,39780.0,4032.8,1.107,3513.28,73121.03,636.3252,46792.043,3441.580317,ESP
Spain,2019-01-01,2875.1,2769.0,3445.5,175790.0,11771.4,21887.0,16957.0,33898.3,116.0,40998.5,3146.3,1.49,3535.23,75190.44,848.49744,47131.372,3417.509698,ESP
Spain,2020-01-01,4170.7,2798.0,4501.5,177158.0,12577.2,22515.0,17180.0,31373.5,116.0,38960.5,4253.2,2.037,3239.19,75774.8,854.1523,47363.807,3504.768396,ESP
Spain,2021-01-01,3688.9,2813.0,4227.4,178526.0,12246.9,22037.0,17627.0,32887.3,120.0,40102.3,4023.8,1.373,3302.55,76173.56,810.0703,47486.935,3504.768396,ESP
Sweden,2000-01-01,3928.3,2832.0,4560.3,179894.0,7146.4,13335.0,78294.0,29787.6,193.0,19768.4,5906.6,1.726,494.98,1721.0,810.0703,8871.043,3504.768396,SWE
Sweden,2001-01-01,4083.0,2874.0,4583.3,172147.0,7279.3,13337.0,79790.0,28694.6,195.0,19012.9,5941.2,1.072,477.47,1789.0,810.0703,8896.748,3504.768396,SWE
Sweden,2002-01-01,4215.5,2891.0,4780.4,197380.0,6734.2,13366.0,78498.0,28790.5,198.0,18305.0,6148.7,1.569,457.04,2198.0,810.0703,8926.012,3504.768396,SWE
Sweden,2003-01-01,4147.9,2890.0,4584.5,205202.0,7410.5,13417.0,80816.0,28064.8,193.0,18732.1,5484.9,0.913,457.61,2549.0,810.0703,8961.506,3504.768396,SWE
Sweden,2004-01-01,4258.8,2895.0,4892.9,208208.0,7412.7,13456.0,81124.0,30914.7,197.0,19098.3,5979.8,1.2,460.96,1353.0,810.0703,9004.263,3504.768396,SWE
Sweden,2005-01-01,4207.7,2917.0,4932.3,201382.0,6615.3,13443.0,81574.0,31107.0,197.0,18636.9,6333.4,1.824,437.57,2132.0,810.0703,9051.738,3504.768396,SWE
Sweden,2006-01-01,3618.4,2948.0,4292.2,218833.0,7814.3,13399.0,81852.0,27601.1,198.0,20833.1,5462.7,1.486,440.73,2220.0,810.0703,9104.719,3504.768396,SWE
Sweden,2007-01-01,4484.3,2969.0,5150.8,178303.0,8394.8,14562.0,82712.0,27662.9,199.0,18048.6,6257.1,1.939,457.08,2157.0,810.0703,9164.272,3504.768396,SWE
Sweden,2008-01-01,4185.3,2994.0,4820.5,183916.0,8198.1,14552.0,82854.0,31717.5,197.0,18319.7,6108.7,1.957,406.08,2352.0,810.0703,9229.271,3504.768396,SWE
Sweden,2009-01-01,4645.9,3043.0,5078.9,199582.0,7898.5,14590.0,83358.0,31821.2,198.0,20735.0,6077.6,1.438,395.44,1935.0,810.0703,9301.413,3504.768396,SWE
Sweden,2010-01-01,3971.3,3054.0,4510.4,183138.0,8792.8,14578.0,83371.0,30121.8,196.0,18610.4,5396.6,-0.279,392.37,1982.0,810.0703,9381.729,3504.768396,SWE
Sweden,2011-01-01,4362.5,3023.0,4712.9,181932.0,9448.1,14633.0,83407.0,31968.1,194.0,20750.7,5378.6,1.269,380.89,1781.0,810.0703,9467.388,3504.768396,SWE
Sweden,2012-01-01,4611.7,2985.0,5101.8,181143.0,9384.9,14576.0,83369.0,32580.9,193.0,22753.7,6237.9,1.313,381.63,1814.0,810.0703,9555.987,3504.768396,SWE
Sweden,2013-01-01,5004.1,3016.0,5123.5,187664.0,10045.4,14624.0,84588.0,33756.3,194.0,21006.3,5779.2,0.857,389.16,2177.87,810.0703,9648.932,3504.768396,SWE
Sweden,2014-01-01,4783.5,3055.0,5646.9,190869.0,10942.7,15072.0,86339.0,34542.0,197.0,21340.2,6806.0,2.705,384.53,2493.49,810.0703,9747.508,3504.768396,SWE
Sweden,2015-01-01,5245.1,3085.0,6053.6,172872.0,11058.0,15248.0,87084.0,34740.3,200.0,20977.1,7213.2,2.072,392.21,2321.28,810.0703,9849.349,3504.768396,SWE
Sweden,2016-01-01,4803.2,3193.0,5438.2,170710.0,10583.7,15356.0,87759.0,35729.1,199.0,21060.0,6320.4,1.843,388.13,1955.78,810.0703,9953.317,3504.768396,SWE
Sweden,2017-01-01,5285.0,3253.0,5992.3,162073.0,10287.5,15088.0,86284.0,34696.8,201.0,31533.8,6989.1,1.59,389.96,2060.84,810.0703,10058.19,3504.768396,SWE
Sweden,2018-01-01,3033.2,3181.0,3535.5,151275.66666666666,11908.2,15202.0,88172.0,30238.4,201.0,26200.8,4349.8,1.848,380.25,1870.7,810.0703,10162.298,3504.768396,SWE
Sweden,2019-01-01,5300.6,3195.0,6292.1,140478.33333333334,10058.3,15217.0,89734.0,35809.7,204.0,26337.0,7405.5,1.573,380.68,1800.85,810.0703,10267.922,3504.768396,SWE
Sweden,2020-01-01,5171.5,3212.0,5994.4,129681.0,11471.0,15925.0,91089.0,36443.7,204.0,26559.3,7156.1,2.951,351.26,2047.47,810.0703,10368.969,3504.768396,SWE
Sweden,2021-01-01,3920.1,3263.0,5064.7,129681.0,11841.7,16324.0,92864.0,34778.9,211.0,25885.8,6319.4,1.85,350.93,2137.9,810.0703,10467.097,3504.768396,SWE
